"x","y"
146.048795701936,50.902120154351
123.158439975232,42.6508731767535
126.538581121713,72.4614134803414
257.013780344278,67.2406532987952
143.86056358926,5.82616401836276
138.58347508125,59.1866324283183
65.2212606556714,67.3780489712954
168.75902146101,32.3044981434941
239.707724293694,17.6494609937072
270.074701448902,48.466484695673
97.5751363951713,29.6803669258952
116.244709668681,72.4865801818669
230.563068622723,38.9793014898896
215.145881399512,53.0851308442652
203.409820664674,21.9509969837964
175.568240759894,76.3386404700577
194.594292994589,23.4272719733417
209.843129506335,60.6228953041136
112.173963179812,68.7221003137529
59.1804959625006,58.0946280993521
89.5581476856023,75.108539853245
197.912276796997,45.2694703452289
183.057081038132,49.094620347023
179.998191716149,75.5384063906968
85.9782448038459,39.6073131635785
192.559361364692,19.3705299682915
86.3723610714078,29.5421997271478
227.415158506483,46.3927666097879
160.147115904838,62.4910909682512
175.390046099201,24.723739977926
47.6848098542541,2.09840321913362
159.554443182424,33.733451217413
117.360464315861,21.0801892727613
165.907945875078,20.7892741262913
244.806450987235,15.909824501723
144.087597727776,38.5245906934142
177.375225489959,5.63868567347527
139.150313157588,39.2789024114609
63.4512291010469,61.2172385305166
223.265078123659,8.37017836049199
94.1145444102585,40.516464766115
153.219269709662,53.7212429381907
181.207158844918,37.3104629851878
122.60803649202,54.8227560706437
236.762095345184,54.6335363015532
177.621535966173,53.4262621961534
120.300062363967,27.6228431425989
199.84412076883,7.63135343790054
126.583667006344,77.3261977918446
272.812196305022,24.996082149446
207.18764626421,4.0757736004889
81.7018774617463,76.303060092032
215.347088780254,16.5195802971721
93.4569806233048,79.6888880990446
128.258288307115,1.95007517933846
109.451935589314,30.665047056973
144.439604869112,16.4038148149848
68.2614974677563,20.3477190062404
164.215586259961,71.0668274760246
204.568748055026,3.92530132085085
97.544587738812,52.1161285042763
128.628648202866,33.1024196557701
184.205035930499,66.4622448571026
263.738307440653,71.9994874671102
86.3189444877207,21.0034430958331
166.520771970972,38.4138772822917
152.11205907166,77.1070713363588
254.814671436325,16.1390758305788
127.103601889685,55.0344250909984
53.68507261388,28.9802731387317
103.24833182618,26.3935496099293
98.0501322075725,57.2490516118705
214.72336737439,44.4051102176309
163.787464303896,66.069224011153
225.553598655388,57.4907509237528
135.021398002282,24.0475105121732
142.982273567468,23.2359962910414
192.952198814601,9.92564745247364
115.245035886765,29.3237847834826
112.453699717298,40.709270965308
107.354885339737,67.3537484556437
207.756362995133,49.1946589946747
148.844167031348,55.6526527181268
41.1931122560054,71.085392665118
57.8046984132379,78.3845547400415
153.082520579919,28.599941264838
111.741899745539,61.6615412011743
203.673479082063,36.5984969958663
150.68103890866,2.79872665181756
195.248533263803,64.7182356379926
89.1295468900353,62.75057092309
246.449939832091,2.320024240762
99.4034327752888,62.3924101889133
64.0242799650878,24.4557153619826
215.496222348884,72.7706210501492
101.063144337386,66.6326400078833
14.4259794149548,56.0550799779594
180.122910924256,60.6847200728953
107.605965761468,24.5949139259756
117.962553845719,52.8503140062094
69.0440429933369,11.6547937691212
163.931450592354,27.368616592139
181.544689647853,70.8469981513917
88.340080389753,79.8682649433613
211.399190342054,67.5045773945749
208.830504566431,17.7306358329952
127.972109504044,43.8801543973386
197.9295708891,11.8113952130079
208.917684713379,41.3276967033744
182.723512379453,21.5234110318124
56.7015617247671,68.8934494554996
172.734218444675,44.8127882555127
210.077181821689,8.1645336933434
193.276209719479,51.9017700664699
201.489227693528,42.2720549441874
248.976692827418,28.8424953632057
200.765665089712,59.5178825035691
179.358608629555,41.9131931103766
259.696352602914,48.6525181308389
183.537180973217,1.38840854167938
185.672778943554,76.9023456983268
230.131554631516,16.1106457933784
32.8434673883021,8.25406236574054
173.589250491932,65.9261223301291
161.360529689118,55.6177753582597
121.064866641536,64.0299699828029
87.3200061544776,10.0236872211099
192.858068551868,47.3008913546801
72.5645994395018,26.0926654562354
